tt,uu,x
0.3691371367968007,(0.034587181868376615+0.015226266904322383j),-3.1640625
0.37699111843077515,(0.03445559539853704+0.015402925611173401j),-3.125
0.38484510006474965,(0.03463601006874667+0.015812460096328307j),-3.0859375
0.39269908169872414,(0.03457975464213117+0.015790863136030175j),-3.046875
0.40055306333269863,(0.034606213348785844+0.016279389755888607j),-3.0078125
0.4084070449666731,(0.03476882866385671+0.01636624364102568j),-2.96875
0.4162610266006476,(0.034606209044237626+0.01653906535749572j),-2.9296875
0.42411500823462206,(0.03467443767420078+0.016997485572967097j),-2.890625
0.43196898986859655,(0.03487095603602075+0.01707207628804075j),-2.8515625
0.43982297150257105,(0.0346668782386174+0.01723996865758548j),-2.8125
0.4476769531365455,(0.03472169943158651+0.017657977567583583j),-2.7734375
0.45553093477052004,(0.03491514787491551+0.0177315580617603j),-2.734375
0.4633849164044945,(0.03479858027007088+0.017910923129258682j),-2.6953125
0.4712388980384689,(0.034755737836253575+0.01832792351855872j),-2.65625
0.47909287967244346,(0.035050467849485456+0.018505770323586246j),-2.6171875
0.4869468613064179,(0.03496384125904245+0.01847497531408404j),-2.578125
0.49480084294039245,(0.034772333892243545+0.01878212577196381j),-2.5390625
0.5026548245743669,(0.03487287213679052+0.01918895855665692j),-2.5
0.5105088062083414,(0.03510113114726432+0.019343221479925843j),-2.4609375
0.5183627878423159,(0.03505731187122452+0.019381037866309736j),-2.421875
0.5262167694762904,(0.03479926984577819+0.01962480111302245j),-2.3828125
0.5340707511102649,(0.03480512551232706+0.020081955380556904j),-2.34375
0.5419247327442394,(0.03494577418698852+0.020402594430482868j),-2.3046875
0.5497787143782138,(0.03508309377089347+0.020415919174384456j),-2.265625
0.5576326960121883,(0.034956311616950786+0.020393912146200677j),-2.2265625
0.5654866776461628,(0.03477574364219005+0.02070745811968311j),-2.1875
0.5733406592801372,(0.03476293697966515+0.021200177747178195j),-2.1484375
0.5811946409141118,(0.034923621037032504+0.021491583254050095j),-2.109375
0.5890486225480862,(0.03506371057041391+0.021518817519135425j),-2.0703125
0.5969026041820606,(0.035038632758342736+0.021484887016923082j),-2.03125
0.6047565858160352,(0.03488309200029849+0.0217885018723889j),-1.9921875
0.6126105674500096,(0.03455946047041336+0.022155983522443634j),-1.953125
0.6204645490839842,(0.03479305690815582+0.022454271265242465j),-1.9140625
0.6283185307179586,(0.03492698506853831+0.022865330070563572j),-1.875
0.6361725123519331,(0.03500831598420717+0.022828030414881018j),-1.8359375
0.6440264939859075,(0.03504282703795236+0.0228209562546956j),-1.796875
0.6518804756198822,(0.03473867303234468+0.022988614090935444j),-1.7578125
0.6597344572538566,(0.034631707971889636+0.023230694869492585j),-1.71875
0.667588438887831,(0.034536669910410156+0.0237310736818106j),-1.6796875
0.6754424205218055,(0.034616659087376433+0.023993273936449566j),-1.640625
0.6832964021557799,(0.034856503138338324+0.02431424388682929j),-1.6015625
0.6911503837897545,(0.03489412415105564+0.0243169476123537j),-1.5625
0.699004365423729,(0.03501877017963406+0.02437822890976893j),-1.5234375
0.7068583470577035,(0.03472519824097109+0.02432599414117559j),-1.484375
0.7147123286916779,(0.03459641646759781+0.02458482329943018j),-1.4453125
0.7225663103256523,(0.03429433903972168+0.02484118896830726j),-1.40625
0.7304202919596269,(0.03435876812947147+0.02536926795455935j),-1.3671875
0.7382742735936014,(0.034368289382213035+0.025650029142359476j),-1.328125
0.7461282552275759,(0.0345381711951096+0.026078511164231877j),-1.2890625
0.7539822368615503,(0.034628240623365336+0.0260124372239936j),-1.25
0.7618362184955249,(0.03464463921687777+0.026101139165786436j),-1.2109375
0.7696902001294993,(0.03475997680660203+0.026055002497570645j),-1.171875
0.7775441817634738,(0.03436704846137362+0.02621003238824371j),-1.1328125
0.7853981633974483,(0.0343090043311709+0.0263962775872989j),-1.09375
0.7932521450314227,(0.03405818270665417+0.026619540773319184j),-1.0546875
0.8011061266653973,(0.03394911532134248+0.027176810611378555j),-1.015625
0.8089601082993717,(0.03405552174500781+0.027451774635995463j),-0.9765625
0.8168140899333463,(0.03393655937535689+0.02786978941942908j),-0.9375
0.8246680715673207,(0.03423856867166486+0.028119572083689537j),-0.8984375
0.8325220532012952,(0.03426770474714935+0.028038786426916484j),-0.859375
0.8403760348352697,(0.03430535425107495+0.028239829784561632j),-0.8203125
0.8482300164692441,(0.03445863475239341+0.02830886187733017j),-0.78125
0.8560839981032186,(0.0342484675469501+0.02826253111915933j),-0.7421875
0.8639379797371931,(0.03394425670635015+0.02839525595053427j),-0.703125
0.8717919613711677,(0.0338634794018966+0.028531270971523526j),-0.6640625
0.8796459430051421,(0.033632097420237095+0.028749500648020954j),-0.625
0.8874999246391165,(0.03333030092396183+0.029230661035339223j),-0.5859375
0.895353906273091,(0.03335194400599639+0.029546492772963395j),-0.546875
0.9032078879070656,(0.033403466088598566+0.029753391214332847j),-0.5078125
0.9110618695410401,(0.033324066246014916+0.03025135954552516j),-0.46875
0.9189158511750145,(0.03350818254136989+0.030609847701917214j),-0.4296875
0.926769832808989,(0.033783127614406716+0.030598938108456597j),-0.390625
0.9346238144429634,(0.03369367209972285+0.03067674334052395j),-0.3515625
0.9424777960769378,(0.033600632932826224+0.03077654286277398j),-0.3125
0.9503317777109125,(0.033886486237238556+0.030842593059736245j),-0.2734375
0.9581857593448869,(0.033575773727544805+0.030781690503281833j),-0.234375
0.9660397409788614,(0.03330286788255021+0.03083326021356858j),-0.1953125
0.9738937226128358,(0.03323255545713806+0.031145825858911458j),-0.15625
0.9817477042468102,(0.033020514061955844+0.031240170086858754j),-0.1171875
0.9896016858807849,(0.032826730847671265+0.03133729900640425j),-0.078125
0.9974556675147593,(0.03241727372947521+0.03175868850183261j),-0.0390625
1.0053096491487339,(0.032366285331148825+0.03217414499662263j),0.0
1.0131636307827083,(0.032404532715685275+0.032566490161267225j),0.0390625
1.0210176124166828,(0.03231216663364922+0.032661405395296716j),0.078125
1.0288715940506572,(0.0322583442470758+0.03311122016264134j),0.1171875
1.0367255756846319,(0.03234030913083652+0.03340579727848492j),0.15625
1.0445795573186063,(0.03265757413034076+0.03373845572470224j),0.1953125
1.0524335389525807,(0.032667392544899476+0.033570675073561373j),0.234375
1.0602875205865552,(0.032657543335158135+0.03380221894984792j),0.2734375
1.0681415022205298,(0.0326300705071455+0.03384859569917209j),0.3125
1.0759954838545043,(0.032818512542007516+0.034130228360544246j),0.3515625
1.0838494654884787,(0.03280777543704971+0.03399215889275564j),0.390625
1.0917034471224532,(0.03264056825604589+0.03397761168878466j),0.4296875
1.0995574287564276,(0.03225105448373611+0.03394026185868393j),0.46875
1.107411410390402,(0.03198889159773388+0.03425679241535384j),0.5078125
1.1152653920243767,(0.03205186327819676+0.034334352269590473j),0.546875
1.1231193736583511,(0.03185484693877172+0.034400097658685125j),0.5859375
1.1309733552923256,(0.03158244045766423+0.03452206561861859j),0.625
1.1388273369263,(0.031070687708416367+0.034818891176304545j),0.6640625
1.1466813185602744,(0.030977949601313948+0.03524639399881424j),0.703125
1.154535300194249,(0.030966159739325816+0.035554667588616584j),0.7421875
1.1623892818282235,(0.030955361616161303+0.03599818852185277j),0.78125
1.170243263462198,(0.030785938267947732+0.03599011361197202j),0.8203125
1.1780972450961724,(0.030555196319022482+0.036294336048426024j),0.859375
1.1859512267301469,(0.030605593731811598+0.03690345019003283j),0.8984375
1.1938052083641213,(0.030531085284664305+0.03722174761992303j),0.9375
1.201659189998096,(0.030822217190916934+0.037562800553835984j),0.9765625
1.2095131716320704,(0.03106948759809347+0.037478360876163186j),1.015625
1.2173671532660448,(0.030972085217144008+0.03763393456675934j),1.0546875
1.2252211349000193,(0.030891566760749223+0.037716825697849954j),1.09375
1.2330751165339937,(0.03092416482421534+0.037810171907195156j),1.1328125
1.2409290981679684,(0.030884335292358234+0.038185981613991005j),1.171875
1.2487830798019428,(0.031138804560085553+0.03812392525243291j),1.2109375
1.2566370614359172,(0.031125128525380408+0.037958543355758045j),1.25
1.2644910430698917,(0.030864708508625327+0.03807280573666805j),1.2890625
1.2723450247038661,(0.030778538354991225+0.03789731424921361j),1.328125
1.2801990063378406,(0.03031096981523551+0.03808074927236127j),1.3671875
1.288052987971815,(0.030136686840487537+0.038362534942089244j),1.40625
1.2959069696057894,(0.03020863439169097+0.03835013873306245j),1.4453125
1.3037609512397643,(0.0298917769068483+0.038483317327715816j),1.484375
1.3116149328737388,(0.02978373801281675+0.038530766440611264j),1.5234375
1.3194689145077132,(0.029522461836030578+0.03852426441006472j),1.5625
1.3273228961416876,(0.028890620085066487+0.038595704751929485j),1.6015625
1.335176877775662,(0.02868656443418005+0.03907848847572047j),1.640625
1.3430308594096365,(0.02859875849422311+0.03941299698241531j),1.6796875
1.350884841043611,(0.028491558614239132+0.03963778688727887j),1.71875
1.3587388226775854,(0.028235556241689386+0.04010466420574277j),1.7578125
1.3665928043115598,(0.02836618280879688+0.040324667283121646j),1.796875
1.3744467859455343,(0.028076285654373034+0.04037890313399471j),1.8359375
1.382300767579509,(0.027849928019767045+0.04055318263552783j),1.875
1.3901547492134836,(0.02769636392254471+0.04111916548552441j),1.9140625
1.398008730847458,(0.02771830925662422+0.04129922758728749j),1.953125
1.4058627124814325,(0.02758286402548915+0.041832900644850346j),1.9921875
1.413716694115407,(0.02763926989028065+0.042134705616472756j),2.03125
1.4215706757493813,(0.02796186922449695+0.04245003498988406j),2.0703125
1.4294246573833558,(0.028040024129219354+0.042288028031852j),2.109375
1.4372786390173302,(0.02790685967144757+0.04253085150635133j),2.1484375
1.4451326206513047,(0.02783714154564776+0.042620994990776206j),2.1875
1.4529866022852793,(0.02776577763985766+0.0427936420938001j),2.2265625
1.4608405839192538,(0.02776599565006299+0.0427896831232889j),2.265625
1.4686945655532284,(0.027530007819364877+0.043220382420283476j),2.3046875
1.4765485471872029,(0.0278195440064416+0.04336437029624951j),2.34375
1.4844025288211773,(0.027957137884176753+0.04330925189356244j),2.3828125
1.4922565104551517,(0.02810789494059185+0.04326394210907014j),2.421875
1.5001104920891262,(0.027738472667330982+0.04319712484906191j),2.4609375
1.5079644737231006,(0.027732622561865705+0.04326138925555889j),2.5
1.515818455357075,(0.027721208461081837+0.04298296097296728j),2.5390625
1.5236724369910497,(0.027268677671193897+0.04307255534618715j),2.578125
1.5315264186250241,(0.026921979243252125+0.04322448246410504j),2.6171875
1.5393804002589986,(0.02681037899572103+0.04354442817429183j),2.65625
1.547234381892973,(0.026907793326417462+0.04366523170422476j),2.6953125
1.5550883635269477,(0.02665185187291441+0.043516234421660416j),2.734375
1.5629423451609221,(0.026564477086086113+0.043713473200895026j),2.7734375
1.5707963267948966,(0.026360166526690598+0.04372676210029125j),2.8125
