Date,Timestamp,Ticker,Underlying,Mimbol,LTP,LTQ,BuyPrice,BuyQty,SellPrice,SellQty,OpenInterest,ExpiryDate,StrikePrice,OptionsType,DTE,ExpiryCycle
2025-05-29,2025-05-29 09:17:24,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,475,1418.4,350,1418.7,98,,,,,,
2025-05-29,2025-05-29 09:17:25,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,82,1418.5,27,1418.7,21,,,,,,
2025-05-29,2025-05-29 09:17:26,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,1174,1418.4,41,1418.8,656,,,,,,
2025-05-29,2025-05-29 09:17:27,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.3,210,1418.3,38,1418.8,653,,,,,,
2025-05-29,2025-05-29 09:17:28,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,51,1418.4,38,1418.8,374,,,,,,
2025-05-29,2025-05-29 09:17:29,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,303,1418,1188,1418.5,122,,,,,,
2025-05-29,2025-05-29 09:17:30,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,382,1418,1725,1418.6,164,,,,,,
2025-05-29,2025-05-29 09:17:31,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,434,1418,1295,1418.6,296,,,,,,
2025-05-29,2025-05-29 09:17:32,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,684,1418,277,1418.5,255,,,,,,
2025-05-29,2025-05-29 09:17:34,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,701,1418.1,129,1418.5,153,,,,,,
2025-05-29,2025-05-29 09:17:35,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.3,1621,1417.9,298,1418.4,120,,,,,,
2025-05-29,2025-05-29 09:17:36,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,809,1417.9,216,1418.4,144,,,,,,
2025-05-29,2025-05-29 09:17:37,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,364,1417.8,635,1418,10,,,,,,
2025-05-29,2025-05-29 09:17:38,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,555,1417.9,100,1418.4,26,,,,,,
2025-05-29,2025-05-29 09:17:39,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,825,1417.8,630,1418.4,483,,,,,,
2025-05-29,2025-05-29 09:17:41,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,604,1418,255,1418.4,556,,,,,,
2025-05-29,2025-05-29 09:17:42,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,4377,1418.1,65,1418.7,289,,,,,,
2025-05-29,2025-05-29 09:17:43,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,1432,1418.6,100,1418.7,976,,,,,,
2025-05-29,2025-05-29 09:17:44,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,2628,1417.9,281,1418.6,217,,,,,,
2025-05-29,2025-05-29 09:17:45,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,531,1417.9,44,1418.4,264,,,,,,
2025-05-29,2025-05-29 09:17:46,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,1065,1418,44,1418.1,50,,,,,,
2025-05-29,2025-05-29 09:17:47,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,244,1418.1,17,1418.4,630,,,,,,
2025-05-29,2025-05-29 09:17:48,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.3,330,1418.3,13,1418.4,966,,,,,,
2025-05-29,2025-05-29 09:17:49,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,768,1418,25,1418.4,146,,,,,,
2025-05-29,2025-05-29 09:17:50,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.2,716,1418.2,166,1418.3,50,,,,,,
2025-05-29,2025-05-29 09:17:52,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,2956,1418.2,36,1418.5,669,,,,,,
2025-05-29,2025-05-29 09:17:53,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,1119,1418.1,38,1418.5,596,,,,,,
2025-05-29,2025-05-29 09:17:54,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,180,1418.1,45,1418.5,596,,,,,,
2025-05-29,2025-05-29 09:17:55,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,180,1418.2,6,1418.5,596,,,,,,
2025-05-29,2025-05-29 09:17:56,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,11,1418.4,45,1418.5,909,,,,,,
2025-05-29,2025-05-29 09:17:57,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,1096,1418.2,19,1418.5,801,,,,,,
2025-05-29,2025-05-29 09:17:58,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,797,1418.1,31,1418.5,801,,,,,,
2025-05-29,2025-05-29 09:17:59,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,2590,1417.9,364,1418.5,810,,,,,,
2025-05-29,2025-05-29 09:18:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,421,1418.1,305,1418.4,1,,,,,,
2025-05-29,2025-05-29 09:18:02,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,1705,1418.3,16,1418.5,607,,,,,,
2025-05-29,2025-05-29 09:18:03,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,238,1418.4,41,1418.5,461,,,,,,
